test_id,wall_clock,asset_id,x,y,speed,position_accuracy,cumulative_distance_m
TEST-14-DOUBLE-DENIAL,1775091385.506,bravo,1195.5,835.4,4.97,4.18,834.9
TEST-14-DOUBLE-DENIAL,1775091385.506,charlie,1240.2,904.4,4.98,4.17,836.1
TEST-14-DOUBLE-DENIAL,1775091385.760,alpha,1215.6,764.6,4.96,4.19,837.0
TEST-14-DOUBLE-DENIAL,1775091385.760,bravo,1198.2,838.0,4.97,4.20,838.7
TEST-14-DOUBLE-DENIAL,1775091385.760,charlie,1242.7,907.2,4.98,4.19,839.8
TEST-14-DOUBLE-DENIAL,1775091386.014,alpha,1218.5,767.0,4.96,4.21,840.7
TEST-14-DOUBLE-DENIAL,1775091386.014,bravo,1200.9,840.6,4.97,4.22,842.4
TEST-14-DOUBLE-DENIAL,1775091386.014,charlie,1245.2,910.0,4.98,4.21,843.5
TEST-14-DOUBLE-DENIAL,1775091386.268,alpha,1221.4,769.3,4.96,4.23,844.5
TEST-14-DOUBLE-DENIAL,1775091386.268,bravo,1203.6,843.2,4.97,4.24,846.2
TEST-14-DOUBLE-DENIAL,1775091386.268,charlie,1247.7,912.8,4.98,4.23,847.3
TEST-14-DOUBLE-DENIAL,1775091386.522,alpha,1224.4,771.7,4.96,4.25,848.2
TEST-14-DOUBLE-DENIAL,1775091386.522,bravo,1206.3,845.7,4.97,4.26,849.9
TEST-14-DOUBLE-DENIAL,1775091386.522,charlie,1250.2,915.5,4.98,4.25,851.0
TEST-14-DOUBLE-DENIAL,1775091386.775,alpha,1227.3,774.0,4.96,4.27,852.0
TEST-14-DOUBLE-DENIAL,1775091386.775,bravo,1209.1,848.3,4.97,4.28,853.7
TEST-14-DOUBLE-DENIAL,1775091386.775,charlie,1252.7,918.3,4.98,4.27,854.8
TEST-14-DOUBLE-DENIAL,1775091387.030,alpha,1230.2,776.3,4.96,4.28,855.7
TEST-14-DOUBLE-DENIAL,1775091387.030,bravo,1211.8,850.9,4.97,4.30,857.4
TEST-14-DOUBLE-DENIAL,1775091387.030,charlie,1255.2,921.1,4.98,4.29,858.5
TEST-14-DOUBLE-DENIAL,1775091387.284,alpha,1233.1,778.7,4.96,4.30,859.4
TEST-14-DOUBLE-DENIAL,1775091387.284,bravo,1214.5,853.5,4.97,4.31,861.1
TEST-14-DOUBLE-DENIAL,1775091387.284,charlie,1257.7,923.9,4.98,4.30,862.2
TEST-14-DOUBLE-DENIAL,1775091387.538,alpha,1236.0,781.0,4.97,4.32,863.2
TEST-14-DOUBLE-DENIAL,1775091387.538,bravo,1217.2,856.0,4.97,4.33,864.9
TEST-14-DOUBLE-DENIAL,1775091387.538,charlie,1260.2,926.7,4.98,4.32,866.0
TEST-14-DOUBLE-DENIAL,1775091387.792,alpha,1238.9,783.4,4.97,4.34,866.9
TEST-14-DOUBLE-DENIAL,1775091387.792,bravo,1219.9,858.6,4.97,4.35,868.6
TEST-14-DOUBLE-DENIAL,1775091387.792,charlie,1262.7,929.4,4.98,4.34,869.7
TEST-14-DOUBLE-DENIAL,1775091388.046,alpha,1241.9,785.7,4.97,4.36,870.7
TEST-14-DOUBLE-DENIAL,1775091388.046,bravo,1222.6,861.2,4.97,4.37,872.4
TEST-14-DOUBLE-DENIAL,1775091388.046,charlie,1265.2,932.2,4.98,4.36,873.5
TEST-14-DOUBLE-DENIAL,1775091388.300,alpha,1244.8,788.1,4.97,4.38,874.4
TEST-14-DOUBLE-DENIAL,1775091388.300,bravo,1225.4,863.8,4.97,4.39,876.1
TEST-14-DOUBLE-DENIAL,1775091388.300,charlie,1267.7,935.0,4.98,4.38,877.2
TEST-14-DOUBLE-DENIAL,1775091388.554,alpha,1247.7,790.4,4.97,4.40,878.2
TEST-14-DOUBLE-DENIAL,1775091388.554,bravo,1228.1,866.3,4.98,4.41,879.8
TEST-14-DOUBLE-DENIAL,1775091388.554,charlie,1270.2,937.8,4.98,4.40,881.0
TEST-14-DOUBLE-DENIAL,1775091388.809,alpha,1250.6,792.8,4.97,4.41,881.9
TEST-14-DOUBLE-DENIAL,1775091388.809,bravo,1230.8,868.9,4.98,4.43,883.6
TEST-14-DOUBLE-DENIAL,1775091388.809,charlie,1272.7,940.6,4.98,4.42,884.7
TEST-14-DOUBLE-DENIAL,1775091389.063,alpha,1253.5,795.1,4.97,4.43,885.6
TEST-14-DOUBLE-DENIAL,1775091389.063,bravo,1233.5,871.5,4.98,4.45,887.3
TEST-14-DOUBLE-DENIAL,1775091389.063,charlie,1275.2,943.4,4.98,4.44,888.4
TEST-14-DOUBLE-DENIAL,1775091389.320,alpha,1256.4,797.5,4.97,4.45,889.4
TEST-14-DOUBLE-DENIAL,1775091389.320,bravo,1236.2,874.0,4.98,4.46,891.0
TEST-14-DOUBLE-DENIAL,1775091389.320,charlie,1277.7,946.2,4.98,4.45,892.2
TEST-14-DOUBLE-DENIAL,1775091389.573,alpha,1259.3,799.8,4.97,4.47,893.1
TEST-14-DOUBLE-DENIAL,1775091389.573,bravo,1238.9,876.6,4.98,4.48,894.8
TEST-14-DOUBLE-DENIAL,1775091389.573,charlie,1280.2,948.9,4.98,4.47,895.9
TEST-14-DOUBLE-DENIAL,1775091389.829,alpha,1262.2,802.2,4.97,4.49,896.9
TEST-14-DOUBLE-DENIAL,1775091389.829,bravo,1241.6,879.2,4.98,4.50,898.5
TEST-14-DOUBLE-DENIAL,1775091389.829,charlie,1282.7,951.7,4.98,4.49,899.7
TEST-14-DOUBLE-DENIAL,1775091390.083,alpha,1265.1,804.5,4.97,4.51,900.6
TEST-14-DOUBLE-DENIAL,1775091390.083,bravo,1244.3,881.7,4.98,4.52,902.2
TEST-14-DOUBLE-DENIAL,1775091390.083,charlie,1285.2,954.5,4.98,4.51,903.4
TEST-14-DOUBLE-DENIAL,1775091390.337,alpha,1268.0,806.9,4.97,4.53,904.3
TEST-14-DOUBLE-DENIAL,1775091390.337,bravo,1247.0,884.3,4.98,4.54,906.0
TEST-14-DOUBLE-DENIAL,1775091390.337,charlie,1287.7,957.3,4.98,4.53,907.2
TEST-14-DOUBLE-DENIAL,1775091390.590,alpha,1270.9,809.2,4.97,4.55,908.0
TEST-14-DOUBLE-DENIAL,1775091390.590,bravo,1249.7,886.9,4.98,4.56,909.7
TEST-14-DOUBLE-DENIAL,1775091390.590,charlie,1290.2,960.1,4.98,4.55,910.9
TEST-14-DOUBLE-DENIAL,1775091390.844,alpha,1273.8,811.6,4.97,4.56,911.8
TEST-14-DOUBLE-DENIAL,1775091390.844,bravo,1252.5,889.5,4.98,4.58,913.5
TEST-14-DOUBLE-DENIAL,1775091390.844,charlie,1292.7,962.9,4.98,4.57,914.7
TEST-14-DOUBLE-DENIAL,1775091391.098,alpha,1276.7,813.9,4.97,4.58,915.5
TEST-14-DOUBLE-DENIAL,1775091391.098,bravo,1255.2,892.0,4.98,4.59,917.2
TEST-14-DOUBLE-DENIAL,1775091391.098,charlie,1295.2,965.7,4.98,4.58,918.4
TEST-14-DOUBLE-DENIAL,1775091391.352,alpha,1279.6,816.3,4.97,4.60,919.3
TEST-14-DOUBLE-DENIAL,1775091391.352,bravo,1257.9,894.6,4.98,4.61,920.9
TEST-14-DOUBLE-DENIAL,1775091391.352,charlie,1297.7,968.5,4.98,4.60,922.2
TEST-14-DOUBLE-DENIAL,1775091391.606,alpha,1282.5,818.6,4.97,4.62,923.0
TEST-14-DOUBLE-DENIAL,1775091391.606,bravo,1260.6,897.2,4.98,4.63,924.7
TEST-14-DOUBLE-DENIAL,1775091391.606,charlie,1300.2,971.3,4.98,4.62,925.9
TEST-14-DOUBLE-DENIAL,1775091391.858,alpha,1285.4,821.0,4.99,4.64,926.7
TEST-14-DOUBLE-DENIAL,1775091391.858,bravo,1263.3,899.8,4.99,4.65,928.4
TEST-14-DOUBLE-DENIAL,1775091391.858,charlie,1302.7,974.1,4.99,4.64,929.7
TEST-14-DOUBLE-DENIAL,1775091392.114,alpha,1288.4,823.3,5.02,4.66,930.5
TEST-14-DOUBLE-DENIAL,1775091392.114,bravo,1266.0,902.4,5.01,4.67,932.2
TEST-14-DOUBLE-DENIAL,1775091392.114,charlie,1305.2,976.9,5.00,4.66,933.4
TEST-14-DOUBLE-DENIAL,1775091392.368,alpha,1291.3,825.7,5.04,4.68,934.2
TEST-14-DOUBLE-DENIAL,1775091392.368,bravo,1268.8,904.9,5.02,4.69,935.9
TEST-14-DOUBLE-DENIAL,1775091392.368,charlie,1307.7,979.7,5.01,4.68,937.2
TEST-14-DOUBLE-DENIAL,1775091392.621,alpha,1294.3,828.0,5.07,4.69,938.0
TEST-14-DOUBLE-DENIAL,1775091392.621,bravo,1271.5,907.5,5.04,4.71,939.7
TEST-14-DOUBLE-DENIAL,1775091392.621,charlie,1310.3,982.4,5.01,4.70,941.0
TEST-14-DOUBLE-DENIAL,1775091392.876,alpha,1297.3,830.3,5.09,4.71,941.8
TEST-14-DOUBLE-DENIAL,1775091392.876,bravo,1274.4,910.0,5.06,4.73,943.5
TEST-14-DOUBLE-DENIAL,1775091392.876,charlie,1312.9,985.2,5.02,4.72,944.7
TEST-14-DOUBLE-DENIAL,1775091393.129,alpha,1300.4,832.6,5.11,4.73,945.7
TEST-14-DOUBLE-DENIAL,1775091393.129,bravo,1277.2,912.5,5.07,4.74,947.3
TEST-14-DOUBLE-DENIAL,1775091393.129,charlie,1315.6,987.8,5.03,4.73,948.5
TEST-14-DOUBLE-DENIAL,1775091393.384,alpha,1303.6,834.8,5.14,4.75,949.5
TEST-14-DOUBLE-DENIAL,1775091393.384,bravo,1280.2,915.0,5.09,4.76,951.1
TEST-14-DOUBLE-DENIAL,1775091393.384,charlie,1318.3,990.5,5.04,4.75,952.3
TEST-14-DOUBLE-DENIAL,1775091393.638,alpha,1306.8,836.9,5.16,4.77,953.4
TEST-14-DOUBLE-DENIAL,1775091393.638,bravo,1283.1,917.4,5.10,4.78,955.0
TEST-14-DOUBLE-DENIAL,1775091393.638,charlie,1321.0,993.1,5.05,4.77,956.1
TEST-14-DOUBLE-DENIAL,1775091393.894,alpha,1310.1,838.9,5.19,4.79,957.2
TEST-14-DOUBLE-DENIAL,1775091393.894,bravo,1286.2,919.7,5.12,4.80,958.8
TEST-14-DOUBLE-DENIAL,1775091393.894,charlie,1323.9,995.6,5.05,4.79,959.9
TEST-14-DOUBLE-DENIAL,1775091394.145,alpha,1313.5,840.9,5.21,4.81,961.1
TEST-14-DOUBLE-DENIAL,1775091394.145,bravo,1289.3,922.0,5.13,4.82,962.7
TEST-14-DOUBLE-DENIAL,1775091394.145,charlie,1326.8,998.0,5.06,4.81,963.7
TEST-14-DOUBLE-DENIAL,1775091394.404,alpha,1316.9,842.7,5.24,4.83,965.1
TEST-14-DOUBLE-DENIAL,1775091394.404,bravo,1292.5,924.2,5.15,4.84,966.5
TEST-14-DOUBLE-DENIAL,1775091394.404,charlie,1329.8,1000.3,5.07,4.83,967.5
TEST-14-DOUBLE-DENIAL,1775091394.658,alpha,1320.5,844.4,5.26,4.85,969.0
TEST-14-DOUBLE-DENIAL,1775091394.658,bravo,1295.8,926.2,5.17,4.86,970.4
TEST-14-DOUBLE-DENIAL,1775091394.658,charlie,1332.9,1002.6,5.08,4.85,971.3
TEST-14-DOUBLE-DENIAL,1775091394.912,alpha,1324.1,846.0,5.29,4.87,973.0
TEST-14-DOUBLE-DENIAL,1775091394.912,bravo,1299.2,928.2,5.19,4.88,974.3
TEST-14-DOUBLE-DENIAL,1775091394.912,charlie,1336.0,1004.7,5.10,4.87,975.1
TEST-14-DOUBLE-DENIAL,1775091395.163,alpha,1327.8,847.4,5.32,4.89,976.9
TEST-14-DOUBLE-DENIAL,1775091395.163,bravo,1302.6,930.0,5.21,4.90,978.2
TEST-14-DOUBLE-DENIAL,1775091395.163,charlie,1339.3,1006.7,5.12,4.89,978.9
TEST-14-DOUBLE-DENIAL,1775091395.419,alpha,1331.6,848.7,5.35,4.91,980.9
TEST-14-DOUBLE-DENIAL,1775091395.419,bravo,1306.2,931.7,5.23,4.92,982.1
TEST-14-DOUBLE-DENIAL,1775091395.419,charlie,1342.7,1008.6,5.14,4.91,982.8
TEST-14-DOUBLE-DENIAL,1775091395.673,alpha,1335.5,849.8,5.38,4.93,984.9
TEST-14-DOUBLE-DENIAL,1775091395.673,bravo,1309.8,933.3,5.26,4.94,986.1
TEST-14-DOUBLE-DENIAL,1775091395.673,charlie,1346.1,1010.3,5.16,4.93,986.6
TEST-14-DOUBLE-DENIAL,1775091395.926,alpha,1339.4,850.6,5.41,4.95,989.0
TEST-14-DOUBLE-DENIAL,1775091395.926,bravo,1313.5,934.7,5.29,4.96,990.0
TEST-14-DOUBLE-DENIAL,1775091395.926,charlie,1349.7,1011.8,5.19,4.94,990.5
TEST-14-DOUBLE-DENIAL,1775091396.178,alpha,1343.4,851.3,5.44,4.97,993.0
TEST-14-DOUBLE-DENIAL,1775091396.178,bravo,1317.3,935.9,5.31,4.98,994.0
TEST-14-DOUBLE-DENIAL,1775091396.178,charlie,1353.3,1013.2,5.21,4.96,994.4
TEST-14-DOUBLE-DENIAL,1775091396.433,alpha,1347.4,851.9,5.47,4.99,997.1
TEST-14-DOUBLE-DENIAL,1775091396.433,bravo,1321.2,936.9,5.34,5.00,998.0
TEST-14-DOUBLE-DENIAL,1775091396.433,charlie,1357.1,1014.4,5.24,4.98,998.3
TEST-14-DOUBLE-DENIAL,1775091396.688,alpha,1351.5,852.2,5.50,5.01,1001.2
TEST-14-DOUBLE-DENIAL,1775091396.688,bravo,1325.1,937.7,5.37,5.02,1002.0
TEST-14-DOUBLE-DENIAL,1775091396.688,charlie,1360.9,1015.4,5.26,5.00,1002.3
TEST-14-DOUBLE-DENIAL,1775091396.943,alpha,1355.7,852.3,5.53,5.03,1005.3
TEST-14-DOUBLE-DENIAL,1775091396.943,bravo,1329.1,938.3,5.40,5.04,1006.1
TEST-14-DOUBLE-DENIAL,1775091396.943,charlie,1364.8,1016.1,5.29,5.02,1006.2
TEST-14-DOUBLE-DENIAL,1775091397.193,alpha,1359.8,852.3,5.57,5.05,1009.5
TEST-14-DOUBLE-DENIAL,1775091397.193,bravo,1333.1,938.8,5.43,5.06,1010.2
TEST-14-DOUBLE-DENIAL,1775091397.193,charlie,1368.7,1016.7,5.32,5.04,1010.2
TEST-14-DOUBLE-DENIAL,1775091397.449,alpha,1364.0,852.1,5.60,5.07,1013.6
TEST-14-DOUBLE-DENIAL,1775091397.449,bravo,1337.2,939.0,5.46,5.08,1014.3
TEST-14-DOUBLE-DENIAL,1775091397.449,charlie,1372.7,1017.0,5.35,5.06,1014.2
TEST-14-DOUBLE-DENIAL,1775091397.704,alpha,1368.1,851.8,5.64,5.09,1017.8
TEST-14-DOUBLE-DENIAL,1775091397.704,bravo,1341.3,939.0,5.49,5.10,1018.4
TEST-14-DOUBLE-DENIAL,1775091397.704,charlie,1376.7,1017.1,5.38,5.08,1018.2
TEST-14-DOUBLE-DENIAL,1775091397.958,alpha,1372.3,851.3,5.67,5.12,1022.1
TEST-14-DOUBLE-DENIAL,1775091397.958,bravo,1345.5,938.9,5.53,5.12,1022.5
TEST-14-DOUBLE-DENIAL,1775091397.958,charlie,1380.8,1017.0,5.42,5.10,1022.3
TEST-14-DOUBLE-DENIAL,1775091398.209,alpha,1376.6,850.7,5.70,5.14,1026.3
TEST-14-DOUBLE-DENIAL,1775091398.209,bravo,1349.6,938.6,5.56,5.14,1026.7
TEST-14-DOUBLE-DENIAL,1775091398.209,charlie,1384.8,1016.7,5.45,5.12,1026.4
TEST-14-DOUBLE-DENIAL,1775091398.465,alpha,1380.8,850.1,5.74,5.16,1030.6
TEST-14-DOUBLE-DENIAL,1775091398.465,bravo,1353.8,938.1,5.59,5.16,1030.9
TEST-14-DOUBLE-DENIAL,1775091398.465,charlie,1388.9,1016.2,5.48,5.14,1030.5
TEST-14-DOUBLE-DENIAL,1775091398.719,alpha,1385.0,849.3,5.77,5.18,1034.9
TEST-14-DOUBLE-DENIAL,1775091398.719,bravo,1357.9,937.5,5.63,5.18,1035.1
TEST-14-DOUBLE-DENIAL,1775091398.719,charlie,1393.0,1015.5,5.52,5.16,1034.6
TEST-14-DOUBLE-DENIAL,1775091398.975,alpha,1389.3,848.4,5.80,5.20,1039.2
TEST-14-DOUBLE-DENIAL,1775091398.975,bravo,1362.1,936.7,5.66,5.20,1039.3
TEST-14-DOUBLE-DENIAL,1775091398.975,charlie,1397.1,1014.6,5.55,5.19,1038.8
TEST-14-DOUBLE-DENIAL,1775091399.226,alpha,1393.5,847.5,5.83,5.22,1043.6
TEST-14-DOUBLE-DENIAL,1775091399.226,bravo,1366.3,935.8,5.70,5.22,1043.6
TEST-14-DOUBLE-DENIAL,1775091399.226,charlie,1401.1,1013.6,5.59,5.21,1043.0
TEST-14-DOUBLE-DENIAL,1775091399.486,alpha,1397.8,846.6,5.86,5.25,1047.9
TEST-14-DOUBLE-DENIAL,1775091399.486,bravo,1370.4,934.8,5.73,5.25,1047.8
TEST-14-DOUBLE-DENIAL,1775091399.486,charlie,1405.2,1012.5,5.63,5.23,1047.2
TEST-14-DOUBLE-DENIAL,1775091399.739,alpha,1402.1,845.6,5.89,5.27,1052.3
TEST-14-DOUBLE-DENIAL,1775091399.739,bravo,1374.6,933.8,5.76,5.27,1052.1
TEST-14-DOUBLE-DENIAL,1775091399.739,charlie,1409.3,1011.2,5.66,5.25,1051.4
TEST-14-DOUBLE-DENIAL,1775091399.995,alpha,1406.3,844.6,5.92,5.29,1056.7
TEST-14-DOUBLE-DENIAL,1775091399.995,bravo,1378.8,932.6,5.79,5.29,1056.5
TEST-14-DOUBLE-DENIAL,1775091399.995,charlie,1413.3,1009.9,5.69,5.27,1055.7
TEST-14-DOUBLE-DENIAL,1775091400.246,alpha,1410.6,843.5,5.95,5.31,1061.2
TEST-14-DOUBLE-DENIAL,1775091400.246,bravo,1383.0,931.5,5.83,5.31,1060.8
TEST-14-DOUBLE-DENIAL,1775091400.246,charlie,1417.4,1008.4,5.73,5.29,1060.0
TEST-14-DOUBLE-DENIAL,1775091400.501,alpha,1415.0,842.5,5.98,5.33,1065.6
TEST-14-DOUBLE-DENIAL,1775091400.501,bravo,1387.2,930.2,5.86,5.33,1065.2
TEST-14-DOUBLE-DENIAL,1775091400.501,charlie,1421.4,1006.9,5.76,5.31,1064.3
TEST-14-DOUBLE-DENIAL,1775091400.754,alpha,1419.3,841.4,6.00,5.36,1070.1
TEST-14-DOUBLE-DENIAL,1775091400.754,bravo,1391.4,929.0,5.89,5.36,1069.6
TEST-14-DOUBLE-DENIAL,1775091400.754,charlie,1425.5,1005.4,5.79,5.33,1068.7
TEST-14-DOUBLE-DENIAL,1775091401.007,alpha,1423.7,840.4,6.03,5.38,1074.6
TEST-14-DOUBLE-DENIAL,1775091401.007,bravo,1395.6,927.7,5.92,5.38,1074.0
TEST-14-DOUBLE-DENIAL,1775091401.007,charlie,1429.5,1003.7,5.82,5.36,1073.0
TEST-14-DOUBLE-DENIAL,1775091401.259,alpha,1428.1,839.3,6.06,5.40,1079.1
TEST-14-DOUBLE-DENIAL,1775091401.259,bravo,1399.8,926.4,5.94,5.40,1078.4
TEST-14-DOUBLE-DENIAL,1775091401.259,charlie,1433.6,1002.1,5.85,5.38,1077.4
TEST-14-DOUBLE-DENIAL,1775091401.513,alpha,1432.5,838.3,6.08,5.42,1083.6
TEST-14-DOUBLE-DENIAL,1775091401.513,bravo,1404.0,925.0,5.97,5.42,1082.8
TEST-14-DOUBLE-DENIAL,1775091401.513,charlie,1437.7,1000.5,5.88,5.40,1081.8
TEST-14-DOUBLE-DENIAL,1775091401.768,alpha,1436.9,837.3,6.11,5.45,1088.2
TEST-14-DOUBLE-DENIAL,1775091401.768,bravo,1408.3,923.7,6.00,5.44,1087.3
TEST-14-DOUBLE-DENIAL,1775091401.768,charlie,1441.8,998.8,5.91,5.42,1086.3
TEST-14-DOUBLE-DENIAL,1775091402.022,alpha,1441.4,836.4,6.14,5.47,1092.7
TEST-14-DOUBLE-DENIAL,1775091402.022,bravo,1412.6,922.4,6.03,5.47,1091.8
TEST-14-DOUBLE-DENIAL,1775091402.022,charlie,1445.9,997.1,5.94,5.44,1090.7
TEST-14-DOUBLE-DENIAL,1775091402.275,alpha,1445.9,835.4,6.16,5.49,1097.3
TEST-14-DOUBLE-DENIAL,1775091402.275,bravo,1416.9,921.2,6.05,5.49,1096.3
TEST-14-DOUBLE-DENIAL,1775091402.275,charlie,1450.1,995.5,5.96,5.47,1095.2
TEST-14-DOUBLE-DENIAL,1775091402.529,alpha,1450.4,834.5,6.19,5.52,1101.9
TEST-14-DOUBLE-DENIAL,1775091402.529,bravo,1421.3,919.9,6.08,5.51,1100.8
TEST-14-DOUBLE-DENIAL,1775091402.529,charlie,1454.3,993.8,5.99,5.49,1099.7
TEST-14-DOUBLE-DENIAL,1775091402.782,alpha,1454.9,833.7,6.21,5.54,1106.6
TEST-14-DOUBLE-DENIAL,1775091402.782,bravo,1425.7,918.7,6.11,5.53,1105.4
TEST-14-DOUBLE-DENIAL,1775091402.782,charlie,1458.5,992.2,6.02,5.51,1104.2
TEST-14-DOUBLE-DENIAL,1775091403.037,alpha,1459.5,832.8,6.24,5.56,1111.2
TEST-14-DOUBLE-DENIAL,1775091403.037,bravo,1430.1,917.5,6.14,5.56,1109.9
TEST-14-DOUBLE-DENIAL,1775091403.037,charlie,1462.7,990.6,6.05,5.53,1108.7
TEST-14-DOUBLE-DENIAL,1775091403.291,alpha,1464.1,832.0,6.26,5.59,1115.9
TEST-14-DOUBLE-DENIAL,1775091403.291,bravo,1434.5,916.3,6.16,5.58,1114.5
TEST-14-DOUBLE-DENIAL,1775091403.291,charlie,1467.0,989.0,6.07,5.56,1113.3
TEST-14-DOUBLE-DENIAL,1775091403.543,alpha,1468.7,831.2,6.29,5.61,1120.6
TEST-14-DOUBLE-DENIAL,1775091403.543,bravo,1439.0,915.1,6.19,5.60,1119.1
TEST-14-DOUBLE-DENIAL,1775091403.543,charlie,1471.3,987.5,6.10,5.58,1117.9
TEST-14-DOUBLE-DENIAL,1775091403.796,alpha,1473.4,830.5,6.31,5.63,1125.3
TEST-14-DOUBLE-DENIAL,1775091403.796,bravo,1443.4,914.0,6.21,5.63,1123.8
TEST-14-DOUBLE-DENIAL,1775091403.796,charlie,1475.6,986.0,6.13,5.60,1122.5
TEST-14-DOUBLE-DENIAL,1775091404.051,alpha,1478.0,829.7,6.34,5.66,1130.0
TEST-14-DOUBLE-DENIAL,1775091404.051,bravo,1448.0,912.9,6.24,5.65,1128.4
TEST-14-DOUBLE-DENIAL,1775091404.051,charlie,1480.0,984.5,6.15,5.63,1127.1
TEST-14-DOUBLE-DENIAL,1775091404.304,alpha,1482.7,829.0,6.36,5.68,1134.7
TEST-14-DOUBLE-DENIAL,1775091404.304,bravo,1452.5,911.9,6.26,5.67,1133.1
TEST-14-DOUBLE-DENIAL,1775091404.304,charlie,1484.4,983.0,6.18,5.65,1131.7
TEST-14-DOUBLE-DENIAL,1775091404.559,alpha,1487.4,828.3,6.38,5.70,1139.5
TEST-14-DOUBLE-DENIAL,1775091404.559,bravo,1457.1,910.8,6.29,5.70,1137.7
TEST-14-DOUBLE-DENIAL,1775091404.559,charlie,1488.8,981.6,6.20,5.67,1136.4
TEST-14-DOUBLE-DENIAL,1775091404.814,alpha,1492.2,827.7,6.41,5.73,1144.3
TEST-14-DOUBLE-DENIAL,1775091404.814,bravo,1461.6,909.8,6.31,5.72,1142.4
TEST-14-DOUBLE-DENIAL,1775091404.814,charlie,1493.3,980.2,6.23,5.70,1141.0
TEST-14-DOUBLE-DENIAL,1775091405.069,alpha,1496.9,827.0,6.43,5.75,1149.1
TEST-14-DOUBLE-DENIAL,1775091405.069,bravo,1466.3,908.8,6.34,5.74,1147.2
TEST-14-DOUBLE-DENIAL,1775091405.069,charlie,1497.8,978.8,6.26,5.72,1145.7
TEST-14-DOUBLE-DENIAL,1775091405.322,alpha,1501.7,826.4,6.45,5.78,1153.9
TEST-14-DOUBLE-DENIAL,1775091405.322,bravo,1470.9,907.9,6.36,5.77,1151.9
TEST-14-DOUBLE-DENIAL,1775091405.322,charlie,1502.3,977.5,6.28,5.74,1150.4
TEST-14-DOUBLE-DENIAL,1775091405.574,alpha,1506.5,825.8,6.48,5.80,1158.7
TEST-14-DOUBLE-DENIAL,1775091405.574,bravo,1475.6,906.9,6.39,5.79,1156.7
TEST-14-DOUBLE-DENIAL,1775091405.574,charlie,1506.8,976.2,6.31,5.77,1155.1
TEST-14-DOUBLE-DENIAL,1775091405.828,alpha,1511.3,825.2,6.50,5.83,1163.5
TEST-14-DOUBLE-DENIAL,1775091405.828,bravo,1480.3,906.0,6.41,5.82,1161.4
TEST-14-DOUBLE-DENIAL,1775091405.828,charlie,1511.4,974.9,6.33,5.79,1159.9
TEST-14-DOUBLE-DENIAL,1775091406.081,alpha,1516.1,824.6,6.52,5.85,1168.4
TEST-14-DOUBLE-DENIAL,1775091406.081,bravo,1485.0,905.1,6.44,5.84,1166.2
TEST-14-DOUBLE-DENIAL,1775091406.081,charlie,1516.0,973.6,6.36,5.81,1164.6
TEST-14-DOUBLE-DENIAL,1775091406.335,alpha,1520.9,824.0,6.54,5.87,1173.3
TEST-14-DOUBLE-DENIAL,1775091406.335,bravo,1489.7,904.3,6.46,5.86,1171.1
TEST-14-DOUBLE-DENIAL,1775091406.335,charlie,1520.6,972.3,6.38,5.84,1169.4
TEST-14-DOUBLE-DENIAL,1775091406.588,alpha,1525.8,823.4,6.57,5.90,1178.1
TEST-14-DOUBLE-DENIAL,1775091406.588,bravo,1494.5,903.4,6.48,5.89,1175.9
TEST-14-DOUBLE-DENIAL,1775091406.588,charlie,1525.2,971.1,6.41,5.86,1174.2
TEST-14-DOUBLE-DENIAL,1775091406.843,alpha,1530.7,822.8,6.59,5.92,1183.1
TEST-14-DOUBLE-DENIAL,1775091406.843,bravo,1499.2,902.5,6.50,5.91,1180.7
TEST-14-DOUBLE-DENIAL,1775091406.843,charlie,1529.8,969.9,6.43,5.88,1179.0
TEST-14-DOUBLE-DENIAL,1775091407.097,alpha,1535.6,822.2,6.61,5.95,1188.0
TEST-14-DOUBLE-DENIAL,1775091407.097,bravo,1504.0,901.7,6.53,5.94,1185.6
TEST-14-DOUBLE-DENIAL,1775091407.097,charlie,1534.5,968.6,6.45,5.91,1183.8
TEST-14-DOUBLE-DENIAL,1775091407.352,alpha,1540.5,821.7,6.63,5.97,1192.9
TEST-14-DOUBLE-DENIAL,1775091407.352,bravo,1508.8,900.8,6.55,5.96,1190.5
TEST-14-DOUBLE-DENIAL,1775091407.352,charlie,1539.2,967.4,6.47,5.93,1188.7
TEST-14-DOUBLE-DENIAL,1775091407.606,alpha,1545.4,821.1,6.65,6.00,1197.9
TEST-14-DOUBLE-DENIAL,1775091407.606,bravo,1513.7,900.0,6.57,5.99,1195.4
TEST-14-DOUBLE-DENIAL,1775091407.606,charlie,1543.9,966.2,6.50,5.96,1193.5
TEST-14-DOUBLE-DENIAL,1775091407.860,alpha,1550.3,820.5,6.67,6.02,1202.9
TEST-14-DOUBLE-DENIAL,1775091407.860,bravo,1518.5,899.2,6.59,6.01,1200.3
TEST-14-DOUBLE-DENIAL,1775091407.860,charlie,1548.6,965.0,6.52,5.98,1198.4
TEST-14-DOUBLE-DENIAL,1775091408.117,alpha,1555.3,819.9,6.69,6.05,1207.9
TEST-14-DOUBLE-DENIAL,1775091408.117,bravo,1523.4,898.3,6.61,6.04,1205.2
TEST-14-DOUBLE-DENIAL,1775091408.117,charlie,1553.4,963.8,6.54,6.01,1203.3
TEST-14-DOUBLE-DENIAL,1775091408.369,alpha,1560.2,819.3,6.71,6.07,1212.9
